gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT1G08280	AT1G08280	2.793681	2.731527	1.056249	1.270308	4.700138	4.551642
AT1G08290	WIP3	0.87463	0.881445	0.734049	0.905395	1.033664	0.797523
AT1G08300	NVL	1.171812	1.385323	6.548186	6.005094	1.542893	1.93772
AT1G08310	AT1G08310	0.182255	0.722684	0	0	0.267003	0.062107
AT1G08315	AT1G08315	5.340538	5.170361	0.572897	0.602825	5.649628	4.636208
AT1G08320	TGA9	0	0	0	0.072044	0.056242	0.2746
AT1G08340	ROPGAP5	0.170183	0.653347	2.100641	1.340431	1.489885	1.158485
AT1G08350	TMN5	5.427013	5.584502	3.988819	3.433001	8.233397	6.842232
AT1G08360	RPL10AA	327.09261	204.07625	454.383566	462.730527	327.441012	329.826646
AT1G08370	DCP1	16.947441	16.432792	13.059596	11.75464	22.593041	18.975123
AT1G08380	PSAO	6654.290452	7599.512117	1541.132591	1658.456955	5996.917839	5989.704916
AT1G08390	AT1G08390	29.669449	29.537318	12.866685	12.334292	31.404194	20.796683
AT1G08400	MAG2L	2.145034	1.973225	1.048605	1.103467	1.939958	2.859046
AT1G08410	LSG1-2	6.055383	5.092357	12.858018	11.900389	9.104616	7.439437
AT1G08420	BSL2	9.228243	12.82359	12.343889	11.032466	15.207848	13.640622
AT1G08430	ALMT1	0.164374	0.227367	0.061829	0.124578	0.304658	0.3976
AT1G08440	ALMT2	0.179668	0	0	0.104346	0.40177	0.186608
AT1G08450	CRT3	45.715485	62.900989	33.446965	34.175798	49.245604	51.138144
AT1G08460	HDA8	17.535701	21.770023	35.169715	34.500592	23.137135	21.667442
AT1G08465	YAB2	19.901351	11.946192	18.041421	19.300081	19.020717	18.0788
AT1G08470	SSL3	9.90619	11.20939	4.100747	3.922014	13.911034	11.073827
AT1G08480	SDH6	81.895056	75.929751	62.349484	64.071773	77.058341	85.884888
AT1G08490	NFS2	32.315015	30.574134	49.001118	50.471783	37.059231	37.421802
AT1G08500	ENODL18	2.870858	0.996043	0.574977	0.680295	0.830098	0.909606
AT1G08510	FATB	42.91943	58.505227	17.415818	16.517747	59.781151	59.330731
AT1G08520	CHLD	88.083427	114.99654	47.207949	44.756403	137.861075	131.304581
AT1G08530	AT1G08530	16.862647	17.910162	3.302655	3.89342	20.400712	16.037776
AT1G08540	SIGB	43.994053	60.037148	30.704687	29.554073	65.615398	64.56767
AT1G08550	VDE1	101.817728	107.327985	25.808354	24.641164	101.975785	93.613762
AT1G08560	KN	20.186215	7.924033	11.816913	10.496254	37.326936	41.114216
AT1G08570	ACHT4	49.862802	42.591717	55.829396	55.786822	49.600647	48.994478
AT1G08580	AT1G08580	75.531317	44.003298	37.157692	39.999045	57.590272	67.016522
AT1G08590	PXL1	1.040594	1.500945	0.354337	0.569303	1.569849	1.550105
AT1G08592	AT1G08592	0	0	0	0	0.666445	0.510927
AT1G08600	ATRX	3.518547	4.918117	3.843282	4.123916	6.706809	6.185468
AT1G08610	AT1G08610	4.64044	3.854924	6.814162	6.282123	6.107398	6.208628
AT1G08620	JMJ16	4.346962	5.140291	1.562179	1.483738	6.966448	6.331759
AT1G08630	THA1	0.147067	0	0.386643	0.35362	0.778226	0.766143
AT1G08640	CJD1	136.485327	120.98158	120.524911	116.288001	128.507299	130.166659
AT1G08650	PPCK1	22.796994	34.752701	11.298208	10.833894	29.034899	25.640173
AT1G08660	MGP2	21.799328	21.971367	7.434829	7.623717	25.080531	26.054809
AT1G08670	AT1G08670	0	0	0	0	0	0
AT1G08680	AGD14	8.260963	9.627706	3.074189	2.927849	12.028338	12.137655
AT1G08695	SCRL3	0	0	0	0	0	0
AT1G08700	PS1	10.544146	14.756238	45.52174	40.213262	18.852086	19.624411
AT1G08710	SKIP24	10.011409	8.387586	14.070221	12.97571	8.913531	11.271383
AT1G08720	EDR1	5.859108	7.470686	4.819895	4.292364	9.356632	8.74043
AT1G08730	XI-C	0.043664	0.072172	0.016133	0.025593	0.159474	0.117819
AT1G08735	AT1G08735	0.033648	0.044014	0	0	0.024975	0.022894
AT1G08740	AT1G08740	0	0	0	0	0	0
AT1G08750	AT1G08750	11.726956	10.788734	5.008922	5.053973	11.934203	12.126648
AT1G08760	AT1G08760	3.403563	4.430731	1.440671	1.184652	4.951598	4.939643
AT1G08770	PRA1E	10.658606	15.748841	9.584511	9.085108	12.470539	12.870579
AT1G08780	AIP3	45.103657	28.401214	9.360009	11.717225	31.85347	36.070177
AT1G08790	AT1G08790	0	0	0	0	0	0
AT1G08800	MYOB1	5.517476	6.258731	1.268421	1.034622	6.386529	5.249385
AT1G08810	MYB60	16.555095	14.070281	5.828724	4.824098	13.176403	14.481668
AT1G08820	PVA22	17.506439	16.943564	8.876934	9.103155	21.483767	21.047256
AT1G08830	CSD1	494.366091	395.405174	579.869798	592.774492	514.654952	520.160487
AT1G08840	emb2411	2.286758	1.267829	0.607554	0.343805	2.45209	2.116293
AT1G08845	AT1G08845	8.503871	7.180519	5.88054	5.920336	8.556254	6.481501
AT1G08860	BON3	0	0	0.051803	0	0.051322	0.047829
AT1G08870	AT1G08870	0	0	0	0	0	0
AT1G08880	HTA5	118.245756	74.832053	51.40012	47.144703	93.025496	88.117582
AT1G08890	SUGTL4	16.246591	13.248665	6.222806	6.409528	10.403103	10.419686
AT1G08900	SUGTL3	34.194578	28.212765	3.91707	3.268972	21.601855	21.236842
AT1G08910	AT1G08910	5.891219	6.182159	5.08831	4.729426	10.080218	8.790989
AT1G08920	SUGTL2	13.807492	11.641302	7.923802	6.863554	15.157357	14.59292
AT1G08930	ERD6	58.11852	68.811164	30.255254	28.852984	75.429559	71.085573
AT1G08940	AT1G08940	5.02361	5.620151	2.284916	2.175134	5.385499	5.765882
AT1G08950	AT1G08950	0	0	0	0	0	0
AT1G08960	CCX5	4.375107	5.711476	1.426955	1.467786	6.146875	5.937119
AT1G08970	NFYC9	24.772053	23.919011	10.47828	10.85562	24.299293	26.254523
AT1G08980	AMI1	57.851698	66.992485	41.50511	39.688024	70.551253	72.290944
AT1G08985	AT1G08985	0.593881	0	0	0	0	0
AT1G08990	GUX5	0	0	0.042788	0	0	0
AT1G09000	ANP1	0.893248	1.104569	0.617494	0.548814	2.337221	1.530568
AT1G09010	EBM	19.042456	23.463687	5.951195	5.521621	28.131821	24.223215
AT1G09020	SNF4	14.927062	17.613257	8.915004	7.703789	20.380262	19.83231
AT1G09026	AT1G09026	0	0	0	0	0	0
AT1G09030	NFYB4	0	0	0	0	0	0
AT1G09040	AT1G09040	1.325162	1.226977	0.24367	0.330377	1.835509	1.446856
AT1G09050	AT1G09050	0.866537	1.426303	0.454367	0.761969	1.440539	1.868398
AT1G09060	AT1G09060	9.40584	11.182103	7.978802	7.702005	14.970833	14.513857
AT1G09070	SRC2	116.633672	138.738524	226.31123	222.610786	127.618639	127.760313
AT1G09080	MED37B	0.233701	0.727984	0.820641	0.599183	0.380465	0.696012
AT1G09090	RBOHB	0	0	0	0.020378	0	0.055116
AT1G09100	RPT5B	16.332269	12.297551	19.260747	18.715892	15.058345	16.009087
AT1G09110	AT1G09110	0	0	0	0	0	0
AT1G09130	CLPR3	124.697238	155.608819	84.532905	77.211021	158.339991	153.938517
AT1G09140	SR30	43.311686	41.059639	353.931636	340.373055	47.662364	45.002619
AT1G09150	AT1G09150	31.47663	31.780132	48.308805	50.768034	39.476914	43.442186
AT1G09155	PP2B15	0.099765	0.055222	0.217449	0.331313	0.216241	0.131929
AT1G09157	AT1G09157	0.322823	0.131938	0.849791	1.162626	0.31849	0.098188
AT1G09160	AT1G09160	16.64781	14.327043	15.913591	16.362974	19.961922	19.426142
AT1G09170	AT1G09170	0.302398	0.14576	0	0.044171	0.246449	0.180641
AT1G09176	AT1G09176	0	0.230472	0	0	0.320946	0
AT1G09180	ATSAR1	4.11362	3.694479	0.146679	0.198056	4.417981	3.392345
AT1G09190	PCMP-E70	1.26221	1.661182	1.500996	1.071341	1.949838	2.637703
AT1G09195	AT1G09195	4.240761	4.576783	0.187645	0.515361	4.066853	5.302902
AT1G09200	HTR2	96.915374	74.291968	3.370483	2.443144	106.430287	111.976676
AT1G09210	CRT2	68.31353	58.340362	166.734585	151.55864	103.58224	104.322552
AT1G09220	PCMP-E25	1.086373	1.297188	0.103361	0.071713	1.131577	1.397555
AT1G09230	SNRNP65	12.071595	14.642412	4.571392	4.017724	14.731991	14.710339
AT1G09240	NAS3	13.901046	34.962132	0.895025	0.904412	34.086472	31.251404
AT1G09245	AT1G09245	0	0	0	0	0	0
AT1G09250	BHLH149	12.755839	12.37716	0.19709	0.28441	11.545136	12.073273
AT1G09260	AT1G09260	0	0	0	0	0	0
AT1G09270	IMPA4	20.664447	21.189532	20.774017	18.377165	24.013724	24.690083
AT1G09280	STR6	8.164071	6.555945	7.532054	7.601883	10.77147	10.228814
AT1G09290	AT1G09290	9.353142	9.246492	3.795165	3.774261	11.081088	9.427165
AT1G09300	AT1G09300	5.34587	4.756722	2.631256	2.38043	6.518615	6.590378
AT1G09310	AT1G09310	900.662258	988.63621	170.501611	161.760386	614.569635	626.164907
AT1G09320	AT1G09320	1.698201	3.023051	2.218151	2.407348	4.29041	4.306994
AT1G09330	ECH	50.817962	36.762009	46.144342	43.815778	44.274117	46.631089
AT1G09340	CSP41B	531.44666	602.530191	386.001641	342.544918	626.673996	622.864596
AT1G09350	GOLS3	2.905975	2.799095	0.505985	0.643749	2.710131	2.774671
AT1G09360	AT1G09360	0	0	0	0	0	0
AT1G09370	AT1G09370	0.647917	0.178856	0	0	0.434879	0
AT1G09380	AT1G09380	0	0	0	0.01313	0	0
AT1G09390	AT1G09390	15.436338	19.008458	0.704227	1.053607	17.790288	16.42245
AT1G09400	AT1G09400	0.283307	0.074181	0	0	0.326532	0.060161
AT1G09410	PCMP-H18	0.504643	0.650033	0.083076	0.046081	0.914905	0.701742
AT1G09415	NIMIN-3	44.333046	33.210144	33.247451	36.374701	37.421768	45.976444
AT1G09420	G6PD4	3.489953	2.432674	1.25854	0.965608	5.248077	5.779002
AT1G09421	AT1G09421	0.635926	0.609231	0	0.137894	1.185271	0.921315
AT1G09430	ACLA-3	36.320778	38.95761	42.943889	40.980499	46.154982	47.523072
AT1G09440	AT1G09440	8.762787	6.747788	3.605018	3.463934	7.192633	7.169463
AT1G09450	AT1G09450	1.372599	0.70407	0.134142	0.139413	3.701942	3.08824
AT1G09460	AT1G09460	1.401776	1.109826	1.572758	1.235762	2.648513	2.990089
AT1G09470	AT1G09470	3.631172	1.831015	1.449619	1.792385	6.837149	5.76227
AT1G09480	AT1G09480	2.038905	0.852917	0.082835	0.183298	1.643066	1.515869
AT1G09483	AT1G09483	0	0	0	0	0	0
AT1G09486	AT1G09486	1.225326	1.210383	0.616989	0.408596	0.69286	1.159916
AT1G09490	AT1G09490	29.083968	35.773018	15.428602	14.479372	37.6938	36.977725
AT1G09500	AT1G09500	1.982612	2.494537	0.342851	0.263264	6.346845	5.360143
AT1G09510	AT1G09510	0	0	0	0	0.082536	0.076181
AT1G09520	AT1G09520	9.638729	9.66169	11.806817	11.973179	11.731702	10.607376
AT1G09530	PIF3	5.314029	5.210829	12.463377	11.04819	6.010944	7.229406
AT1G09540	MYB61	0.081983	0.04565	0.058706	0.080721	0	0.106233
AT1G09550	PAE1	0	0	0	0	0	0
AT1G09560	GLP4	35.388223	43.315805	53.443802	53.372087	43.771683	44.229807
AT1G09570	PHYA	13.061269	16.038579	30.968799	28.450476	25.814285	24.935177
AT1G09575	AT1G09575	4.679155	3.936132	0.456675	0.81596	5.456834	4.488941
AT1G09580	AT1G09580	11.864965	12.244302	11.455284	9.065626	15.594699	14.042338
AT1G09590	RPL21A	199.497803	134.173854	183.817741	173.05405	252.769398	263.999893
AT1G09600	AT1G09600	0.294278	0.092971	0	0.0481	0.431625	0.297714
AT1G09610	GXM1	0.114823	0.586872	0.767617	0.793086	0.514393	0.794639
AT1G09620	AT1G09620	20.813591	26.091469	39.802279	35.450235	41.247922	38.814317
AT1G09625	AT1G09625	0	0	0	0	0	0
AT1G09630	RABA2A	19.733098	16.200719	3.231446	2.963117	21.202144	21.954399
AT1G09640	AT1G09640	85.342375	88.632233	207.512071	197.224798	131.650118	132.098409
AT1G09645	AT1G09645	41.772688	29.658841	13.481641	14.120378	28.917488	32.227667
AT1G09650	AT1G09650	0.264248	0.170283	0.062659	0.057681	0.311241	0.174451
AT1G09660	AT1G09660	20.403655	18.753976	29.526377	29.676209	23.509245	22.219994
AT1G09665	AT1G09665	0	0	0	0	0	0
AT1G09680	AT1G09680	1.262427	1.512016	0.416733	0.795806	2.556468	1.550045
AT1G09690	RPL21A	451.629488	307.276623	876.61639	839.770483	534.134199	532.165975
AT1G09700	DRB1	4.958726	4.972221	23.86299	21.243515	9.16756	7.806094
AT1G09710	AT1G09710	3.14174	2.861277	11.120863	10.772391	3.409727	3.044112
AT1G09720	NET2B	0	0	0	0.025217	0	0
AT1G09730	ULP2B	8.385608	8.56714	4.291113	4.428555	12.951721	10.895989
AT1G09740	AT1G09740	20.732946	17.224984	17.411979	19.088918	21.60469	22.336558
AT1G09750	AT1G09750	101.921532	116.26996	27.626304	21.902228	176.723086	162.439308
AT1G09760	U2A'	28.918833	25.688147	43.806664	41.932838	36.76614	36.898262
AT1G09770	CDC5	17.007168	23.526835	81.47954	76.578787	35.938567	34.771806
AT1G09780	PGM1	61.273925	69.033878	15.240718	12.565111	91.28537	88.866731
AT1G09790	COBL6	0	0	0	0	0	0
AT1G09794	AT1G09794	17.492225	11.531831	8.244401	8.33308	14.128648	11.155428
AT1G09795	HISN1B	59.243384	67.617973	68.683817	68.785188	71.573654	70.546804
AT1G09800	AT1G09800	3.092169	2.100881	4.216219	3.840669	4.519477	4.441715
AT1G09810	ECT11	6.60365	4.957921	5.150321	4.675261	7.169065	6.699466
AT1G09812	AT1G09812	1.816479	1.755356	0.432382	0.439235	2.237721	1.583823
AT1G09815	POLD4	26.654466	20.285128	9.155196	7.988687	30.500465	32.974538
AT1G09820	AT1G09820	2.427486	2.365853	0.189341	0.086215	2.683417	3.665873
AT1G09830	PUR2	15.504182	18.00806	41.28479	39.951611	22.211917	20.298605
AT1G09840	ASK10	22.548027	23.008715	5.272224	4.144728	24.473448	23.37232
AT1G09850	XBCP3	15.551877	20.535458	44.025235	42.944658	21.771808	21.093846
AT1G09860	PUP16	0	0	0.488691	0.272285	0.207502	0.064715
AT1G09870	AT1G09870	9.329397	11.580537	11.042603	9.45095	14.165177	15.758453
AT1G09880	AT1G09880	0.184765	0.067336	0.045707	0.072301	0.135532	0.208894
AT1G09890	AT1G09890	0.198682	0.968909	0.251199	0.193011	1.042731	1.109049
AT1G09900	AT1G09900	8.613218	9.728295	8.778852	9.150097	14.470357	14.897651
AT1G09910	AT1G09910	6.102274	7.614355	1.561187	1.479724	9.101162	8.970155
AT1G09920	AT1G09920	35.764898	32.185426	10.181942	8.392862	32.475215	34.162323
AT1G09930	OPT2	0.11924	0.08301	0.044257	0	0.130331	0
AT1G09932	AT1G09932	4.458009	7.629186	0.09568	0.159279	5.52766	5.743563
AT1G09935	AT1G09935	0	0	0	0	0	0
AT1G09940	HEMA2	9.671737	9.90543	9.101018	7.857392	11.788891	11.430541
AT1G09950	RAS1	0.774654	0.664492	7.229804	7.253972	0.386331	0.700411
AT1G09960	SUC4	1.243321	1.431421	2.699917	2.349277	2.453914	3.576568
AT1G09970	LRR XI-23	13.278071	15.888609	15.700802	15.351261	23.911679	22.653301
AT1G09980	AT1G09980	9.604219	9.136839	2.737337	2.372101	12.821479	12.420747
AT1G09995	AT1G09995	6.370085	4.705876	3.380562	3.733255	5.632215	7.61415
AT1G10000	AT1G10000	0.268865	0.909672	0.281989	0.416345	1.03129	0.685312
AT1G10010	AAP8	0	0	0.114397	0	0	0
AT1G10020	AT1G10020	9.747159	11.699622	6.426931	5.181303	14.242214	12.793115
AT1G10030	ERG28	27.082046	22.434599	19.892857	22.60821	24.252541	26.240701
AT1G10040	AT1G10040	0.643772	0.591867	1.419214	1.544589	0.9478	0.933595
AT1G10050	AT1G10050	2.940225	3.009117	12.851682	12.218267	3.883693	3.332194
AT1G10060	BCAT1	9.543896	7.394433	1.281268	1.139507	8.041548	8.011952
AT1G10070	BCAT2	4.263498	1.76263	0.412349	0.338881	4.483537	3.416617
AT1G10090	AT1G10090	14.082922	18.532089	12.602877	11.466947	16.433162	16.590843
AT1G10095	AT1G10095	2.726859	2.898228	1.422508	1.958181	2.936217	3.924669
AT1G10100	AT1G10100	0	0	0	0	0	0
AT1G10110	AT1G10110	0.175793	0.16706	0.254155	0.056869	0.377746	0.115251
AT1G10120	BHLH74	5.350482	6.43908	2.783547	2.418713	9.965459	9.143036
AT1G10130	ECA3	9.007259	10.747147	4.005874	4.10688	13.074423	11.512451
AT1G10140	AT1G10140	10.057651	9.061924	4.204542	5.360109	9.577353	9.044419
AT1G10150	PP2A10	16.409387	20.657787	10.892167	10.14353	26.61222	23.924155
AT1G10155	ATPP2-A10	2.992324	0.673154	0.636901	0.897736	0.638337	0.789317
AT1G10160	AT1G10160	1.27326	1.858629	1.269812	1.276987	2.235085	1.897644
AT1G10170	NFXL1	7.37639	8.942763	39.178689	36.464496	10.836742	11.115301
AT1G10180	EXO84C	6.37309	6.372542	7.715612	6.701035	8.899997	9.218317
AT1G10190	AT1G10190	0	0	0	0	0	0
AT1G10200	WLIM1	137.721458	123.100435	28.950098	28.396069	125.209959	115.013385
AT1G10210	MPK1	6.245062	6.294194	4.83637	4.401847	6.603809	6.004593
AT1G10220	AT1G10220	0.150211	0.106242	11.72752	11.12057	0.35719	0
AT1G10230	ASK18	14.692834	9.612052	35.855848	33.682899	15.936523	15.038179
AT1G10240	FRS11	3.633563	3.581118	1.917777	1.530051	5.587248	4.945184
AT1G10250	AT1G10250	0	0	0	0	0	0
AT1G10260	AT1G10260	0	0.268415	0.824669	0.289229	0	0
AT1G10270	GRP23	2.372878	2.000352	2.383392	2.242051	4.699411	4.179666
AT1G10280	AT1G10280	1.660682	2.623739	0.99782	0.848497	3.143779	2.428191
AT1G10290	DRP2A	14.900922	15.718095	5.669799	5.04481	23.431589	22.224796
AT1G10300	AT1G10300	0.117962	0.048996	0.131432	0.039487	0.260592	0.326209
AT1G10310	AT1G10310	28.099304	27.974434	16.187853	16.297391	30.016063	33.144477
AT1G10320	AT1G10320	4.529328	4.963712	2.697009	2.170217	5.757801	5.484212
AT1G10330	PCMP-E71	0.500341	1.035567	0.146046	0.100708	0.858453	1.009226
AT1G10340	AT1G10340	2.394681	3.403591	0.130971	0.206148	2.34688	2.23577
AT1G10350	AT1G10350	10.069081	9.398481	1.605645	1.72245	10.312565	9.764747
AT1G10360	GSTU18	85.687207	80.052199	54.268269	51.817951	70.623712	67.199236
AT1G10370	GSTU17	19.857226	19.762323	16.458326	16.207849	17.611478	17.944236
AT1G10380	AT1G10380	3.754311	5.780566	2.08615	1.95894	9.190757	8.658935
AT1G10385	EXO84A	0	0	0.032238	0.00696	0	0
AT1G10390	NUP98A	10.942061	14.672298	27.772998	26.173685	19.491374	16.538341
AT1G10400	UGT90A2	0.081675	0	0.058583	0.090742	0.058825	0.05407
AT1G10410	AT1G10410	13.660773	14.169832	10.817076	10.866142	18.549025	17.263228
AT1G10417	AT1G10417	1.144132	0.754276	0	0.046861	1.04375	1.168835
AT1G10419	AT1G10419	0	0	0	0	0	0
AT1G10430	PP2A2	20.723122	19.644385	8.67104	9.322115	19.152565	21.766803
AT1G10450	SNL6	5.269451	5.367035	4.61177	4.64593	7.971735	7.779836
AT1G10455	AT1G10455	0	0	0	0	0	0
AT1G10460	GLP7	1.872338	1.640431	1.736381	1.591968	2.956319	1.215012
AT1G10470	ARR4	79.031803	105.753354	12.54236	11.903882	88.430735	85.625759
AT1G10480	ZFP5	0	0	0	0.057755	0.083619	0.078802
AT1G10490	AT1G10490	6.690043	6.060527	4.233127	3.755988	11.100518	10.798803
AT1G10500	ISCA	122.076503	116.865225	86.733012	85.768406	113.452183	114.123319
AT1G10510	emb2004	22.703799	29.056917	18.390069	18.53396	32.160937	32.781925
AT1G10520	AT1G10520	0.896551	0.442333	1.512642	1.420201	0.659573	1.031349
AT1G10522	AT1G10522	30.358422	21.892173	56.314024	59.385725	29.763737	30.485824
AT1G10530	AT1G10530	0.676322	0.397196	0.192358	0.148811	0.191754	0.724892
AT1G10538	AT1G10538	5.107379	0	0	0	0	0
AT1G10540	NAT8	0.541584	0.437025	0	0.068473	0.62861	0.544189
AT1G10550	XTH33	1.041134	0.651393	0.163639	0.443841	0.985647	1.437069
AT1G10560	PUB18	1.715238	1.513392	0	0	0.766391	1.059793
AT1G10570	ULP1C	16.720318	11.5775	1.875308	1.766794	15.092311	13.988042
AT1G10580	AT1G10580	7.720525	9.583931	8.595965	7.812985	15.523677	14.848943
AT1G10585	AT1G10585	0.479864	1.761157	0.18758	0.265557	2.010468	3.580713
AT1G10586	AT1G10586	0	0	0	0	0	0
AT1G10588	AT1G10588	0	0	0	0	0	0
AT1G10590	AT1G10590	154.766533	114.409421	178.009186	172.566356	115.254678	125.341952
AT1G10600	AMSH2	31.545396	23.286824	33.950374	30.99138	26.011102	30.64061
AT1G10610	BHLH90	6.638939	6.609227	2.718482	2.526057	7.40917	6.932146
AT1G10620	PERK11	0	0	0	0.0077	0	0
AT1G10630	ATARFA1F	77.057565	66.320045	50.776347	50.314197	70.838194	71.706369
AT1G10640	AT1G10640	4.12488	3.365797	0.348032	0.340129	8.055239	6.881913
AT1G10650	AT1G10650	14.648634	10.289468	29.324958	27.455436	14.968192	12.29824
AT1G10652	AT1G10652	0	0	0	0	0	0
AT1G10657	AT1G10657	46.101764	56.244203	4.350615	4.495198	59.080791	68.393437
AT1G10660	AT1G10660	19.291708	19.410739	28.808963	29.352758	22.15888	23.531984
AT1G10670	ACLA-1	110.380294	99.197324	99.471409	92.576116	119.564799	112.349868
AT1G10680	ABCB10	0	0	0	0	0	0
AT1G10682	AT1G10682	199.409826	106.641826	29.623427	34.834588	130.291835	143.265926
AT1G10690	AT1G10690	5.627477	10.797692	0	0.209361	10.840567	11.034848
AT1G10700	PRS3	16.856162	20.188212	7.439652	6.745733	22.932817	23.189627
AT1G10705	AT1G10705	0	0	0	0	0	0
AT1G10710	PHS1	0.2831	0.334706	0	0.030409	0.512435	0.878738
AT1G10717	ESF1.3	0	0	0	0	0	0
AT1G10720	AT1G10720	10.836095	11.38912	7.105356	6.759	13.942395	13.17215
AT1G10730	AP1M1	6.683963	5.912909	2.413616	1.61423	6.209408	6.771836
AT1G10740	AT1G10740	9.843114	12.569612	20.911088	17.75807	13.777333	13.216616
AT1G10745	ESF1.2	0	0	0	0	0	0
AT1G10747	ESF1.1	0	0	0	0	0	0
AT1G10750	AT1G10750	0.713205	0.723489	0.765109	1.21953	1.660695	2.177366
AT1G10760	GWD1	83.69178	162.685666	15.933367	15.107885	140.338708	132.256866
AT1G10770	AT1G10770	5.099313	3.22963	0	0.09724	2.329718	2.454633
AT1G10780	AT1G10780	4.546698	1.823697	0.065162	0.144531	8.046648	5.13344
AT1G10790	AT1G10790	0.465713	0.64563	0.224084	0.203759	0.980821	0.820488
AT1G10800	AT1G10800	0.55515	0.446325	1.559128	0.790099	0.387362	0.366244
AT1G10810	AT1G10810	0.399371	0.289374	0.370675	0.176223	0.222252	0.411774
AT1G10820	AT1G10820	12.591112	13.100575	3.242254	2.927465	15.391462	14.720338
AT1G10830	Z-ISO	33.82784	40.348787	29.434067	28.108591	37.178346	35.665993
AT1G10840	TIF3H1	69.405608	57.207936	126.314972	115.3171	70.110221	73.780391
AT1G10850	AT1G10850	3.528909	2.720451	0.856661	1.074346	6.907953	5.674874
AT1G10865	AT1G10865	48.021568	35.990479	68.005301	59.142357	37.580679	41.966408
AT1G10870	AGD4	9.183431	7.07948	3.862751	3.983252	10.421779	10.623019
AT1G10880	AT1G10880	0	0	0	0	0	0
AT1G10890	AT1G10890	22.802222	23.867879	11.56111	12.413265	23.53191	23.125649
AT1G10900	PIP5K7	22.044716	28.473712	6.001153	5.74963	25.943462	25.081531
AT1G10910	AT1G10910	21.848356	23.462584	21.096959	20.373524	27.224167	24.281303
AT1G10920	LOV1	4.109373	4.363078	0.346077	0.13884	4.029122	3.960852
AT1G10930	RECQL4A	4.89812	5.581975	1.153985	0.991642	9.138302	8.853053
AT1G10940	SRK2A	42.33831	52.566945	20.250954	19.655466	52.046975	49.461145
AT1G10950	TMN1	38.851464	47.499428	70.703358	70.282745	64.620015	67.707853
AT1G10960	FD1	421.528551	513.340065	4158.053286	4198.019808	407.704702	432.715121
AT1G10970	ZIP4	5.132133	6.236053	54.911313	50.300493	6.578299	7.20723
AT1G10980	AT1G10980	0.264576	0.054806	2.453809	1.974121	1.587145	1.218104
AT1G10990	AT1G10990	4.028453	2.685253	0.446272	0.262964	3.804926	4.225003
AT1G11000	MLO4	4.090206	3.276797	0.774007	0.801423	4.46508	5.042017
AT1G11020	AT1G11020	8.918618	10.308213	3.362799	3.108659	12.184822	10.445879
AT1G11030	AT1G11030	0	0	0	0	0	0
AT1G11040	AT1G11040	0	0	0	0	0	0
AT1G11050	AT1G11050	6.707933	11.292271	0.217206	0.340502	13.569763	12.709742
AT1G11055	AT1G11055	0	29.900647	10.593091	0	0	24.304945
AT1G11060	AT1G11060	4.369336	3.622809	3.368198	3.272314	5.72232	5.231946
AT1G11070	AT1G11070	0.962402	1.351972	0.096576	0.042726	2.334023	2.124183
AT1G11080	SCPL31	0.934162	0.186607	0.559232	0.440226	2.032682	1.738404
AT1G11090	AT1G11090	11.398644	10.832899	0.825615	1.359664	10.864739	11.33937
AT1G11100	AT1G11100	0.149045	0.139296	3.809825	3.31456	0.333005	0.233106
AT1G11110	AT1G11110	0.094534	0	0	0	0	0
AT1G11112	AT1G11112	1.347282	0.251368	0	0.197284	2.05299	1.42669
AT1G11120	AT1G11120	2.470016	0.624785	1.288547	0.697366	4.873338	3.004665
AT1G11125	AT1G11125	0.337041	0.201995	0.151525	0.164816	0.464636	0.42665
AT1G11130	SUB	4.106671	4.726383	4.952061	4.674904	7.906141	6.917048
AT1G11145	AT1G11145	0	0	0	0	0	0
AT1G11150	AT1G11150	2.270678	2.435286	0	0.099981	1.764314	2.303744
AT1G11160	AT1G11160	0.58746	0.352949	0.475052	0.397059	1.187051	1.201757
AT1G11170	AT1G11170	3.093974	2.264357	0.122704	0.302067	1.906294	2.558038
AT1G11175	AT1G11175	48.444638	23.531968	11.655594	8.89625	16.546595	16.605578
AT1G11180	SCAMP5	11.852882	16.204688	6.063406	5.760024	14.073184	16.010369
AT1G11185	AT1G11185	1.220887	0.872496	0.571473	0	1.156329	2.152123
AT1G11190	ENDO1	1.670154	1.446492	0.278902	0.270607	1.271391	0.930974
AT1G11200	AT1G11200	13.761071	15.517202	3.044355	2.639873	15.249931	18.0832
AT1G11210	AT1G11210	16.887991	17.280606	0.247893	0.253688	13.194083	11.255089
AT1G11220	AT1G11220	1.254555	0.894893	0.064742	0.083168	2.501915	1.696131
AT1G11230	AT1G11230	0	0	0.078642	0.01579	0.07981	0
AT1G11240	AT1G11240	28.233958	20.920957	48.57854	46.618835	28.432585	29.818743
AT1G11250	SYP125	0	0	0	0.021038	0.100951	0
AT1G11260	STP1	25.448808	29.20624	12.219734	10.960742	43.317724	43.099816
AT1G11265	AT1G11265	0	0.121843	98.480375	96.904802	3.058128	2.845792
AT1G11270	AT1G11270	2.732033	3.757122	34.493535	37.863049	4.266886	4.561516
AT1G11280	AT1G11280	7.786253	6.784609	5.425115	5.313558	11.998158	11.828112
